an;mois;nation_2;engin;pecherie_2;espece;poids
2019;9;Guineenne;CHALUT;Peche hauturiere cephalopodes;Calamar;3980
2019;9;Guineenne;CHALUT;Peche hauturiere cephalopodes;Cherne;10
2019;9;Guineenne;CHALUT;Peche hauturiere cephalopodes;Dorades;210
2019;9;Guineenne;CHALUT;Peche hauturiere cephalopodes;Poulpe;4180
2019;9;Guineenne;CHALUT;Peche hauturiere cephalopodes;Seiche;780
2019;9;Guineenne;CHALUT;Peche hauturiere cephalopodes;Soles;220
2019;9;Guineenne;CHALUT0;Peche hauturiere cephalopodes;Calamar;70
2019;9;Guineenne;CHALUT0;Peche hauturiere cephalopodes;Poulpe;40
2019;9;Indonesienne;CHALUT;Peche hauturiere cephalopodes;Autres poissons démersaux;13890
2019;9;Indonesienne;CHALUT;Peche hauturiere cephalopodes;Calamar;5040
2019;9;Indonesienne;CHALUT;Peche hauturiere cephalopodes;Poulpe;3000
2019;9;Indonesienne;CHALUT;Peche hauturiere cephalopodes;Seiche;135
2019;9;mauritanienne;chalut;Peche hauturiere cephalopodes;Autres poissons démersaux;450
2019;9;mauritanienne;chalut;Peche hauturiere cephalopodes;Calamar;560
2019;9;mauritanienne;chalut;Peche hauturiere cephalopodes;Cherne;10
2019;9;mauritanienne;chalut;Peche hauturiere cephalopodes;Divers Pélagiques;250
2019;9;mauritanienne;chalut;Peche hauturiere cephalopodes;Dorades;1330
2019;9;mauritanienne;chalut;Peche hauturiere cephalopodes;Poulpe;330
2019;9;mauritanienne;chalut;Peche hauturiere cephalopodes;Seiche;10
2019;9;mauritanienne;chalut;Peche hauturiere cephalopodes;St pierre;80
2019;9;mauritanienne;CHALUT;Peche hauturiere cephalopodes;Autres poissons démersaux;1225
2019;9;mauritanienne;CHALUT;Peche hauturiere cephalopodes;Calamar;1800
2019;9;mauritanienne;CHALUT;Peche hauturiere cephalopodes;Cherne;258
2019;9;mauritanienne;CHALUT;Peche hauturiere cephalopodes;Divers Pélagiques;600
2019;9;mauritanienne;CHALUT;Peche hauturiere cephalopodes;Dorades;5060
2019;9;mauritanienne;CHALUT;Peche hauturiere cephalopodes;Merlu;13
2019;9;mauritanienne;CHALUT;Peche hauturiere cephalopodes;Poulpe;2230
2019;9;mauritanienne;CHALUT;Peche hauturiere cephalopodes;Seiche;315
2019;9;mauritanienne;CHALUT;Peche hauturiere cephalopodes;Soles;40
2019;9;mauritanienne;CHALUT;Peche hauturiere cephalopodes;St pierre;445
2019;9;mauritanienne;CHALUT;Peche hauturiere cephalopodes;Volute;20
2019;9;mauritanienne;chalutc;Peche hauturiere cephalopodes;Calamar;30
2019;9;mauritanienne;chalutc;Peche hauturiere cephalopodes;Divers Pélagiques;40
2019;9;mauritanienne;chalutc;Peche hauturiere cephalopodes;Dorades;50
2019;9;mauritanienne;chalutc;Peche hauturiere cephalopodes;Poulpe;60
2019;9;mauritanienne;chalutc;Peche hauturiere cephalopodes;Seiche;10
2019;9;mauritanienne;chalutc;Peche hauturiere cephalopodes;Soles;10
2019;9;Mauritanienne;---;Peche cotiere cephalopodes;Poulpe;2970
2019;9;Mauritanienne;---;Peche hauturiere cephalopodes;Autres poissons démersaux;2360
2019;9;Mauritanienne;---;Peche hauturiere cephalopodes;Calamar;2689
2019;9;Mauritanienne;---;Peche hauturiere cephalopodes;Divers Pélagiques;1840
2019;9;Mauritanienne;---;Peche hauturiere cephalopodes;Dorades;80
2019;9;Mauritanienne;---;Peche hauturiere cephalopodes;Poulpe;5978
2019;9;Mauritanienne;---;Peche hauturiere cephalopodes;Seiche;1008
2019;9;Mauritanienne;---;Peche hauturiere cephalopodes;Soles;40
2019;9;Mauritanienne;12;Peche hauturiere cephalopodes;Calamar;540
2019;9;Mauritanienne;120;Peche hauturiere cephalopodes;Autres poissons démersaux;26788
2019;9;Mauritanienne;120;Peche hauturiere cephalopodes;Calamar;194608
2019;9;Mauritanienne;120;Peche hauturiere cephalopodes;Divers Pélagiques;1692
2019;9;Mauritanienne;120;Peche hauturiere cephalopodes;Dorades;7412
2019;9;Mauritanienne;120;Peche hauturiere cephalopodes;Poulpe;195519
2019;9;Mauritanienne;120;Peche hauturiere cephalopodes;Seiche;29623
2019;9;Mauritanienne;120;Peche hauturiere cephalopodes;Soles;10500
2019;9;Mauritanienne;120;Peche hauturiere cephalopodes;St pierre;100
2019;9;Mauritanienne;120;Peche hauturiere cephalopodes;Volute;55675
2019;9;Mauritanienne;1201;Peche hauturiere cephalopodes;Poulpe;300
2019;9;Mauritanienne;120180;Peche hauturiere cephalopodes;Poulpe;240
2019;9;Mauritanienne;17W°18;Peche hauturiere cephalopodes;Calamar;162
2019;9;Mauritanienne;17W°18;Peche hauturiere cephalopodes;Poulpe;300
2019;9;Mauritanienne;17W°18;Peche hauturiere cephalopodes;Seiche;54
2019;9;Mauritanienne;17W°18;Peche hauturiere cephalopodes;Volute;500
2019;9;Mauritanienne;17W°19;Peche hauturiere cephalopodes;Calamar;81
2019;9;Mauritanienne;17W°19;Peche hauturiere cephalopodes;Poulpe;90
2019;9;Mauritanienne;17W°19;Peche hauturiere cephalopodes;Seiche;54
2019;9;Mauritanienne;17W°20;Peche hauturiere cephalopodes;Calamar;54
2019;9;Mauritanienne;17W°20;Peche hauturiere cephalopodes;Poulpe;120
2019;9;Mauritanienne;17W°20;Peche hauturiere cephalopodes;Seiche;54
2019;9;Mauritanienne;17W°21;Peche hauturiere cephalopodes;Calamar;81
2019;9;Mauritanienne;17W°21;Peche hauturiere cephalopodes;Poulpe;90
2019;9;Mauritanienne;17W°21;Peche hauturiere cephalopodes;Seiche;27
2019;9;Mauritanienne;17W°22;Peche hauturiere cephalopodes;Poulpe;120
2019;9;Mauritanienne;17W°23;Peche hauturiere cephalopodes;Poulpe;120
2019;9;Mauritanienne;17W°23;Peche hauturiere cephalopodes;Seiche;54
2019;9;Mauritanienne;17W°25;Peche hauturiere cephalopodes;Calamar;108
2019;9;Mauritanienne;17W°25;Peche hauturiere cephalopodes;Poulpe;120
2019;9;Mauritanienne;17W°25;Peche hauturiere cephalopodes;Seiche;54
2019;9;Mauritanienne;17W°26;Peche hauturiere cephalopodes;Calamar;81
2019;9;Mauritanienne;17W°26;Peche hauturiere cephalopodes;Poulpe;120
2019;9;Mauritanienne;17W°26;Peche hauturiere cephalopodes;Seiche;54
2019;9;Mauritanienne;CASEIR;Peche cotiere cephalopodes;Poulpe;920
2019;9;Mauritanienne;CHA100LUT;Peche hauturiere cephalopodes;Seiche;60
2019;9;Mauritanienne;CHALU;Peche hauturiere cephalopodes;Autres crustacés;360
2019;9;Mauritanienne;CHALU;Peche hauturiere cephalopodes;Autres poissons démersaux;720
2019;9;Mauritanienne;CHALU;Peche hauturiere cephalopodes;Calamar;40
2019;9;Mauritanienne;CHALU;Peche hauturiere cephalopodes;Poulpe;1609
2019;9;Mauritanienne;CHALU;Peche hauturiere cephalopodes;Seiche;40
2019;9;Mauritanienne;chalut;Peche hauturiere cephalopodes;Autres poissons démersaux;31260
2019;9;Mauritanienne;chalut;Peche hauturiere cephalopodes;Calamar;46033
2019;9;Mauritanienne;chalut;Peche hauturiere cephalopodes;Cherne;310
2019;9;Mauritanienne;chalut;Peche hauturiere cephalopodes;Courbines;2880
2019;9;Mauritanienne;chalut;Peche hauturiere cephalopodes;Divers Pélagiques;28520
2019;9;Mauritanienne;chalut;Peche hauturiere cephalopodes;Dorades;8855
2019;9;Mauritanienne;chalut;Peche hauturiere cephalopodes;Poulpe;81691
2019;9;Mauritanienne;chalut;Peche hauturiere cephalopodes;Seiche;12570
2019;9;Mauritanienne;chalut;Peche hauturiere cephalopodes;Soles;2130
2019;9;Mauritanienne;chalut;Peche hauturiere cephalopodes;St pierre;20
2019;9;Mauritanienne;chalut;Peche hauturiere cephalopodes;Volute;5980
2019;9;Mauritanienne;CHALUT;Peche cotiere cephalopodes;Poulpe;1360
2019;9;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Autres crustacés;180
2019;9;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Autres poissons démersaux;174019
2019;9;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Calamar;355666
2019;9;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Cherne;1635
2019;9;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Courbines;1600
2019;9;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Divers Pélagiques;172283
2019;9;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Dorades;106712
2019;9;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Langoustino;970
2019;9;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Poulpe;424193
2019;9;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Seiche;81551
2019;9;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Soles;20681
2019;9;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;St pierre;3034
2019;9;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Volute;46660
2019;9;Mauritanienne;chalut2;Peche hauturiere cephalopodes;Calamar;108
2019;9;Mauritanienne;chalut2;Peche hauturiere cephalopodes;Poulpe;30
2019;9;Mauritanienne;chalut2;Peche hauturiere cephalopodes;Seiche;27
2019;9;Mauritanienne;CHALUT2;Peche hauturiere cephalopodes;Calamar;20
2019;9;Mauritanienne;CHALUT2;Peche hauturiere cephalopodes;Poulpe;115
2019;9;Mauritanienne;CHALUT2;Peche hauturiere cephalopodes;Seiche;20
2019;9;Mauritanienne;chalutc;Peche hauturiere cephalopodes;Calamar;20
2019;9;Mauritanienne;chalutc;Peche hauturiere cephalopodes;Poulpe;69
2019;9;Mauritanienne;chalutc;Peche hauturiere cephalopodes;Seiche;20
2019;9;Mauritanienne;CHALUTc;Peche hauturiere cephalopodes;Calamar;72
2019;9;Mauritanienne;CHALUTc;Peche hauturiere cephalopodes;Poulpe;148
2019;9;Mauritanienne;CHALUTc;Peche hauturiere cephalopodes;Seiche;60
2019;9;Mauritanienne;CHALUTC;Peche hauturiere cephalopodes;Autres poissons démersaux;740
2019;9;Mauritanienne;CHALUTC;Peche hauturiere cephalopodes;Calamar;324
2019;9;Mauritanienne;CHALUTC;Peche hauturiere cephalopodes;Divers Pélagiques;130
2019;9;Mauritanienne;CHALUTC;Peche hauturiere cephalopodes;Poulpe;318
2019;9;Mauritanienne;CHALUTC;Peche hauturiere cephalopodes;Seiche;270
2019;9;Mauritanienne;CHALUTC;Peche hauturiere cephalopodes;Volute;1285
2019;9;Mauritanienne;chalutchalut;Peche hauturiere cephalopodes;Poulpe;69
2019;9;Mauritanienne;CHALUTCHALUTCHALUTCHALUTCHALUTCHALUTCH;Peche hauturiere cephalopodes;Calamar;27
2019;9;Mauritanienne;CHALUTCHALUTCHALUTCHALUTCHALUTCHALUTCH;Peche hauturiere cephalopodes;Poulpe;90
2019;9;Mauritanienne;CHALUTCHALUTCHALUTCHALUTCHALUTCHALUTCH;Peche hauturiere cephalopodes;Seiche;27
2019;9;Mauritanienne;CHALUTE;Peche hauturiere cephalopodes;Calamar;40
2019;9;Mauritanienne;CHALUTE;Peche hauturiere cephalopodes;Poulpe;46
2019;9;Mauritanienne;CHF;Peche hauturiere cephalopodes;Calamar;190
2019;9;Mauritanienne;CHF;Peche hauturiere cephalopodes;Divers Pélagiques;20
2019;9;Mauritanienne;CHF;Peche hauturiere cephalopodes;Poulpe;255
2019;9;Mauritanienne;CHF;Peche hauturiere cephalopodes;Seiche;50
2019;9;Mauritanienne;COSIER;Peche hauturiere cephalopodes;Calamar;672
2019;9;Mauritanienne;COSIER;Peche hauturiere cephalopodes;Poulpe;300
2019;9;Mauritanienne;FILET;Peche cotiere cephalopodes;Autres poissons démersaux;12570
2019;9;Mauritanienne;FILET;Peche cotiere cephalopodes;Cherne;55
2019;9;Mauritanienne;FILET;Peche cotiere cephalopodes;Courbines;595
2019;9;Mauritanienne;FILET;Peche cotiere cephalopodes;Merlu;40
2019;9;Mauritanienne;FILET;Peche cotiere cephalopodes;St pierre;150
2019;9;Mauritanienne;fillet;Peche cotiere cephalopodes;Autres poissons démersaux;2400
2019;9;Mauritanienne;NASS;Peche cotiere cephalopodes;Poulpe;1910
2019;9;Mauritanienne;NASSE;Peche cotiere cephalopodes;Poulpe;14440
2019;9;Mauritanienne;NASSE;Peche hauturiere cephalopodes;Poulpe;90
2019;9;Mauritanienne;NASSER;Peche cotiere cephalopodes;Poulpe;4755
2019;9;Mauritanienne;NSSER;Peche cotiere cephalopodes;Poulpe;175
2019;9;MAURITANIENNE;---;Peche hauturiere cephalopodes;Autres poissons démersaux;7240
2019;9;MAURITANIENNE;---;Peche hauturiere cephalopodes;Calamar;12980
2019;9;MAURITANIENNE;---;Peche hauturiere cephalopodes;Dorades;6020
2019;9;MAURITANIENNE;---;Peche hauturiere cephalopodes;Langoustino;300
2019;9;MAURITANIENNE;---;Peche hauturiere cephalopodes;Poulpe;8905
2019;9;MAURITANIENNE;---;Peche hauturiere cephalopodes;Seiche;958
2019;9;MAURITANIENNE;---;Peche hauturiere cephalopodes;Soles;580
2019;9;MAURITANIENNE;---;Peche hauturiere cephalopodes;St pierre;80
2019;9;MAURITANIENNE;10;Peche hauturiere cephalopodes;Poulpe;150
2019;9;MAURITANIENNE;110;Peche hauturiere cephalopodes;Calamar;240
2019;9;MAURITANIENNE;110;Peche hauturiere cephalopodes;Poulpe;256
2019;9;MAURITANIENNE;110;Peche hauturiere cephalopodes;Seiche;24
2019;9;MAURITANIENNE;12;Peche hauturiere cephalopodes;Autres poissons démersaux;60
2019;9;MAURITANIENNE;12;Peche hauturiere cephalopodes;Calamar;360
2019;9;MAURITANIENNE;12;Peche hauturiere cephalopodes;Poulpe;660
2019;9;MAURITANIENNE;12;Peche hauturiere cephalopodes;Seiche;135
2019;9;MAURITANIENNE;120;Peche hauturiere cephalopodes;Autres poissons démersaux;24380
2019;9;MAURITANIENNE;120;Peche hauturiere cephalopodes;Calamar;100993
2019;9;MAURITANIENNE;120;Peche hauturiere cephalopodes;Divers Pélagiques;4840
2019;9;MAURITANIENNE;120;Peche hauturiere cephalopodes;Dorades;10620
2019;9;MAURITANIENNE;120;Peche hauturiere cephalopodes;Langoustino;20
2019;9;MAURITANIENNE;120;Peche hauturiere cephalopodes;Poulpe;166677
2019;9;MAURITANIENNE;120;Peche hauturiere cephalopodes;Seiche;22845
2019;9;MAURITANIENNE;120;Peche hauturiere cephalopodes;Soles;3600
2019;9;MAURITANIENNE;120;Peche hauturiere cephalopodes;St pierre;20
2019;9;MAURITANIENNE;120;Peche hauturiere cephalopodes;Volute;40725
2019;9;MAURITANIENNE;1201;Peche hauturiere cephalopodes;Poulpe;90
2019;9;MAURITANIENNE;120120;Peche hauturiere cephalopodes;Calamar;280
2019;9;MAURITANIENNE;120120;Peche hauturiere cephalopodes;Poulpe;90
2019;9;MAURITANIENNE;2;Peche hauturiere cephalopodes;Calamar;27
2019;9;MAURITANIENNE;2;Peche hauturiere cephalopodes;Poulpe;90
2019;9;MAURITANIENNE;2;Peche hauturiere cephalopodes;Seiche;108
2019;9;MAURITANIENNE;20;Peche hauturiere cephalopodes;Poulpe;150
2019;9;MAURITANIENNE;70;Peche hauturiere cephalopodes;Autres poissons démersaux;680
2019;9;MAURITANIENNE;70;Peche hauturiere cephalopodes;Calamar;11376
2019;9;MAURITANIENNE;70;Peche hauturiere cephalopodes;Poulpe;5010
2019;9;MAURITANIENNE;70;Peche hauturiere cephalopodes;Seiche;60
2019;9;MAURITANIENNE;70;Peche hauturiere cephalopodes;Soles;100
2019;9;MAURITANIENNE;CASEIR;Peche hauturiere cephalopodes;Calamar;40
2019;9;MAURITANIENNE;CASEIR;Peche hauturiere cephalopodes;Poulpe;72
2019;9;MAURITANIENNE;CASEIR;Peche hauturiere cephalopodes;Soles;20
2019;9;MAURITANIENNE;CHALU;Peche hauturiere cephalopodes;Calamar;240
2019;9;MAURITANIENNE;CHALU;Peche hauturiere cephalopodes;Poulpe;1012
2019;9;MAURITANIENNE;CHALU;Peche hauturiere cephalopodes;Seiche;140
2019;9;MAURITANIENNE;CHALU;Peche hauturiere cephalopodes;Soles;240
2019;9;MAURITANIENNE;chalut;Peche hauturiere cephalopodes;Autres poissons démersaux;21620
2019;9;MAURITANIENNE;chalut;Peche hauturiere cephalopodes;Calamar;46293
2019;9;MAURITANIENNE;chalut;Peche hauturiere cephalopodes;Cherne;160
2019;9;MAURITANIENNE;chalut;Peche hauturiere cephalopodes;Dorades;14740
2019;9;MAURITANIENNE;chalut;Peche hauturiere cephalopodes;Poulpe;51687
2019;9;MAURITANIENNE;chalut;Peche hauturiere cephalopodes;Seiche;4891
2019;9;MAURITANIENNE;chalut;Peche hauturiere cephalopodes;Soles;3502
2019;9;MAURITANIENNE;chalut;Peche hauturiere cephalopodes;St pierre;120
2019;9;MAURITANIENNE;chalut;Peche hauturiere cephalopodes;Volute;250
2019;9;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Autres poissons démersaux;124510
2019;9;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Calamar;206097
2019;9;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Cherne;60
2019;9;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Divers Pélagiques;3746
2019;9;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Dorades;33664
2019;9;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Poulpe;200191
2019;9;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Seiche;18852
2019;9;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Soles;18680
2019;9;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;St pierre;602
2019;9;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Volute;4325
2019;9;MAURITANIENNE;CHF;Peche hauturiere cephalopodes;Autres poissons démersaux;21840
2019;9;MAURITANIENNE;CHF;Peche hauturiere cephalopodes;Calamar;41868
2019;9;MAURITANIENNE;CHF;Peche hauturiere cephalopodes;Dorades;4100
2019;9;MAURITANIENNE;CHF;Peche hauturiere cephalopodes;Poulpe;25798
2019;9;MAURITANIENNE;CHF;Peche hauturiere cephalopodes;Seiche;1534
2019;9;MAURITANIENNE;CHF;Peche hauturiere cephalopodes;Soles;3716
2019;9;MAURITANIENNE;CHF;Peche hauturiere cephalopodes;St pierre;234
2019;9;MAURITANIENNE;NULL;Peche hauturiere cephalopodes;Autres Poissons pélagiques;660
2019;9;MAURITANIENNE;NULL;Peche hauturiere cephalopodes;Calamar;700
2019;9;MAURITANIENNE;NULL;Peche hauturiere cephalopodes;Chinchard;840
2019;9;MAURITANIENNE;NULL;Peche hauturiere cephalopodes;Dorades;500
2019;9;MAURITANIENNE;NULL;Peche hauturiere cephalopodes;Poulpe;660
2019;9;MAURITANIENNE;NULL;Peche hauturiere cephalopodes;Seiche;180
2019;9;MAURITANIENNE;NULL;Peche hauturiere cephalopodes;Soles;540
2019;9;MAURITANIENNE;NULL;Peche hauturiere cephalopodes;St pierre;100
2019;9;SAMOA;NASSER;Peche hauturiere cephalopodes;Poulpe;1180
2019;9;SAMOA;NSSER;Peche hauturiere cephalopodes;Poulpe;20
2019;9;Turque;70;Peche hauturiere cephalopodes;Autres poissons démersaux;375
2019;9;Turque;70;Peche hauturiere cephalopodes;Calamar;650
2019;9;Turque;70;Peche hauturiere cephalopodes;Cherne;30
2019;9;Turque;70;Peche hauturiere cephalopodes;Courbines;345
2019;9;Turque;70;Peche hauturiere cephalopodes;Dorades;3540
2019;9;Turque;70;Peche hauturiere cephalopodes;Poulpe;689
2019;9;Turque;70;Peche hauturiere cephalopodes;Seiche;39
2019;9;Turque;70;Peche hauturiere cephalopodes;Soles;30
2019;9;Turque;70;Peche hauturiere cephalopodes;St pierre;45
2019;9;Turque;chalut;Peche hauturiere cephalopodes;Calamar;185
2019;9;Turque;chalut;Peche hauturiere cephalopodes;Divers Pélagiques;4290
2019;9;Turque;chalut;Peche hauturiere cephalopodes;Dorades;150
2019;9;Turque;chalut;Peche hauturiere cephalopodes;Poulpe;150
2019;9;Turque;chalut;Peche hauturiere cephalopodes;St pierre;30
2019;9;Turque;CHALUT;Peche hauturiere cephalopodes;Autres poissons démersaux;2116
2019;9;Turque;CHALUT;Peche hauturiere cephalopodes;Calamar;676
2019;9;Turque;CHALUT;Peche hauturiere cephalopodes;Cherne;5
2019;9;Turque;CHALUT;Peche hauturiere cephalopodes;Divers Pélagiques;2382
2019;9;Turque;CHALUT;Peche hauturiere cephalopodes;Dorades;30
2019;9;Turque;CHALUT;Peche hauturiere cephalopodes;Poulpe;1275
2019;9;Turque;CHALUT;Peche hauturiere cephalopodes;Seiche;100
2019;9;Turque;CHALUT;Peche hauturiere cephalopodes;St pierre;105
2019;10;Mauritanienne;120;Peche hauturiere cephalopodes;Calamar;459
2019;10;Mauritanienne;120;Peche hauturiere cephalopodes;Poulpe;930
2019;10;Mauritanienne;120;Peche hauturiere cephalopodes;Seiche;378
2019;10;Mauritanienne;CHALUT;Peche cotiere cephalopodes;Autres poissons démersaux;740
2019;10;Mauritanienne;CHALUT;Peche cotiere cephalopodes;Cherne;25
2019;10;Mauritanienne;CHALUT;Peche cotiere cephalopodes;Courbines;30
2019;10;Mauritanienne;CHALUT;Peche cotiere cephalopodes;St pierre;70
2019;10;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Calamar;147
2019;10;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Poulpe;1320
2019;10;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Seiche;40
2019;10;Mauritanienne;FILET;Peche cotiere cephalopodes;Autres poissons démersaux;11710
2019;10;Mauritanienne;FILET;Peche cotiere cephalopodes;Cherne;220
2019;10;Mauritanienne;FILET;Peche cotiere cephalopodes;Courbines;80
2019;10;Mauritanienne;FILET;Peche cotiere cephalopodes;Dorades;10
2019;10;Mauritanienne;FILET;Peche cotiere cephalopodes;St pierre;750
2019;10;Mauritanienne;FILLE;Peche cotiere cephalopodes;Autres poissons démersaux;2520
2019;10;Mauritanienne;FILLET;Peche cotiere cephalopodes;Autres poissons démersaux;2050
2019;10;Mauritanienne;FILLET;Peche cotiere cephalopodes;Courbines;30
2019;10;Mauritanienne;FILLET;Peche cotiere cephalopodes;St pierre;290
2019;10;Mauritanienne;FILLT;Peche cotiere cephalopodes;Autres poissons démersaux;1010
2019;10;Mauritanienne;FILLT;Peche cotiere cephalopodes;Cherne;250
2019;10;Mauritanienne;FILLT;Peche cotiere cephalopodes;Courbines;60
2019;10;Mauritanienne;FILLT;Peche cotiere cephalopodes;St pierre;30
2019;10;MAURITANIENNE;120;Peche hauturiere cephalopodes;Autres poissons démersaux;220
2019;10;MAURITANIENNE;120;Peche hauturiere cephalopodes;Calamar;2979
2019;10;MAURITANIENNE;120;Peche hauturiere cephalopodes;Dorades;720
2019;10;MAURITANIENNE;120;Peche hauturiere cephalopodes;Poulpe;1200
2019;10;MAURITANIENNE;120;Peche hauturiere cephalopodes;Seiche;810
2019;10;MAURITANIENNE;120;Peche hauturiere cephalopodes;Soles;100
2019;10;MAURITANIENNE;120;Peche hauturiere cephalopodes;Volute;50
2019;10;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Calamar;20
2019;10;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Poulpe;46
2019;10;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Seiche;40
2019;11;Mauritanienne;120;Peche hauturiere cephalopodes;Calamar;567
2019;11;Mauritanienne;120;Peche hauturiere cephalopodes;Poulpe;480
2019;11;Mauritanienne;120;Peche hauturiere cephalopodes;Seiche;324
2019;11;Mauritanienne;CHALUT;Peche cotiere cephalopodes;Poulpe;5930
2019;11;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Autres poissons démersaux;6544
2019;11;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Calamar;7758
2019;11;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Dorades;9302
2019;11;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Poulpe;14534
2019;11;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Seiche;2358
2019;11;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Soles;1872
2019;11;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;St pierre;3760
2019;11;Mauritanienne;FELLET;Peche cotiere cephalopodes;Autres poissons démersaux;420
2019;11;Mauritanienne;FILET;Peche cotiere cephalopodes;Autres poissons démersaux;9050
2019;11;Mauritanienne;FILET;Peche cotiere cephalopodes;Cherne;80
2019;11;Mauritanienne;FILET;Peche cotiere cephalopodes;St pierre;810
2019;11;Mauritanienne;FILLE;Peche cotiere cephalopodes;Autres poissons démersaux;4570
2019;11;Mauritanienne;FILLE;Peche cotiere cephalopodes;Cherne;60
2019;11;Mauritanienne;FILLE;Peche cotiere cephalopodes;Merlu;100
2019;11;Mauritanienne;FILLE;Peche cotiere cephalopodes;St pierre;650
2019;11;Mauritanienne;FILLET;Peche cotiere cephalopodes;Autres poissons démersaux;3060
2019;11;Mauritanienne;FILLET;Peche cotiere cephalopodes;St pierre;240
2019;11;Mauritanienne;NASSE;Peche cotiere cephalopodes;Poulpe;12120
2019;11;Mauritanienne;SENNE;Peche cotiere cephalopodes;Poulpe;1580
2019;11;MAURITANIENNE;120;Peche hauturiere cephalopodes;Calamar;1431
2019;11;MAURITANIENNE;120;Peche hauturiere cephalopodes;Poulpe;1050
2019;11;MAURITANIENNE;120;Peche hauturiere cephalopodes;Seiche;1215
2019;11;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Autres poissons démersaux;180
2019;11;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Dorades;180
2019;11;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Poulpe;1320
2019;11;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Seiche;160
2019;11;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Soles;20
2019;12;Chinoise;casier;Peche hauturiere cephalopodes;Autres poissons démersaux;14850
2019;12;Chinoise;casier;Peche hauturiere cephalopodes;Calamar;182
2019;12;Chinoise;casier;Peche hauturiere cephalopodes;Poulpe;56
2019;12;Chinoise;casier;Peche hauturiere cephalopodes;Seiche;266
2019;12;Chinoise;casier;Peche hauturiere cephalopodes;Volute;822
2019;12;Chinoise;CHALU;Peche hauturiere cephalopodes;Calamar;140
2019;12;Chinoise;CHALU;Peche hauturiere cephalopodes;Divers Pélagiques;860
2019;12;Chinoise;CHALU;Peche hauturiere cephalopodes;Poulpe;680
2019;12;Chinoise;CHALU;Peche hauturiere cephalopodes;Seiche;380
2019;12;Chinoise;CHALUT;Peche hauturiere cephalopodes;Autres poissons démersaux;35864
2019;12;Chinoise;CHALUT;Peche hauturiere cephalopodes;Calamar;16491
2019;12;Chinoise;CHALUT;Peche hauturiere cephalopodes;Divers Pélagiques;76489
2019;12;Chinoise;CHALUT;Peche hauturiere cephalopodes;Poulpe;44029
2019;12;Chinoise;CHALUT;Peche hauturiere cephalopodes;Seiche;16513
2019;12;Chinoise;CHALUT;Peche hauturiere cephalopodes;Volute;4070
2019;12;Chinoise;CHALUT4;Peche hauturiere cephalopodes;Autres poissons démersaux;1000
